fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0015,SCHEDULE SALARY ADJUSTMENTS,12488,12488,12335
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0020,OVERTIME,1480,1480,2450
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0130,POSTAGE,62000,62000,62000
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0138,IT MAINTENANCE,1048075,1115825,1065149
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0140,PROFESSIONAL AND TECHNICAL SERVICES,3991688,3923438,3841838
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0143,COURT REPORTING,65001,65001,64917
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0157,RENTAL EQUIPMENT AND SERVICES,360,360,0
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0159,LEASE/PURCHASE EQUIPMENT,31922,31922,37403
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0162,REPAIR/MAINT EQUIPMENT,2175,2175,600
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",2085,2585,2350
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0169,TECHNICAL MEETING COSTS,670,670,470
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0179,MESSENGER SERVICES,3600,3600,2850
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0181,MOBILE COMMUNICATION SERVICES,420,420,420
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0190,TELEPHONE - CENTREX BILLINGS,20000,20000,20000
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0197,TELEPHONE - MAINTENANCE,1180,1180,1180
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,1500,1500,1750
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0340,MATERIAL AND SUPPLIES,14232,14232,14370
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0348,BOOKS AND RELATED MATERIAL,1930,1930,1000
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0350,STATIONERY AND OFFICE SUPPLIES,12581,12581,12440
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0424,FURNITURE AND FURNISHINGS,6000,6000,1000
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,9438,REIMBURSEMENT - AIM,21850,21850,19500
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,27446088,27446088,27542731
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0015,SCHEDULE SALARY ADJUSTMENTS,39748,39748,48935
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0020,OVERTIME,15132,15132,15132
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0039,STUDENT AS TRAINEES,7344,7344,0
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,84908,84908,73862
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,220490,220490,227627
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,843424,834024,902339
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,5570,5570,8070
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,971329,971329,943507
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,140910,140910,124710
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,209151,209151,209151
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,5532,5532,5606
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,39819,39819,52853
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,160583,160583,148792
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,2618,2618,1202
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",103638,103638,98924
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0169,TECHNICAL MEETING COSTS,26071,35471,34107
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0178,FREIGHT AND EXPRESS CHARGES,8504,8504,10142
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0181,MOBILE COMMUNICATION SERVICES,21227,21227,21227
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0190,TELEPHONE - CENTREX BILLINGS,61599,61599,61559
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0197,TELEPHONE - MAINTENANCE,4775,4775,4775
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,5719,5719,5719
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0245,REIMBURSEMENT TO TRAVELERS,40620,40620,33667
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0270,LOCAL TRANSPORTATION,35982,35982,37376
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0348,BOOKS AND RELATED MATERIAL,15728,15728,15219
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0350,STATIONERY AND OFFICE SUPPLIES,77526,77526,65289
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,9438,REIMBURSEMENT - AIM,27000,27000,23029
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,1534743,1534743,1449666
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,1991
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0020,OVERTIME,869,869,869
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0039,STUDENT AS TRAINEES,422,422,422
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,1746,1746,4235
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,12669,12669,13074
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,59873,59873,51130
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,1000,1000,1000
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,53160,53160,57583
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,14630,14630,12813
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,12011,12011,12011
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,350,350,333
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,1201,1201,935
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,8418,8418,8832
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,150,150,1202
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",6092,6092,5689
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0169,TECHNICAL MEETING COSTS,1497,1497,1959
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0178,FREIGHT AND EXPRESS CHARGES,629,629,644
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0181,MOBILE COMMUNICATION SERVICES,1219,1219,1219
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0190,TELEPHONE - CENTREX BILLINGS,6447,6447,6447
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,328,328,327
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0245,REIMBURSEMENT TO TRAVELERS,2073,2073,1600
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0270,LOCAL TRANSPORTATION,2064,2064,1970
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0348,BOOKS AND RELATED MATERIAL,903,903,3358
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,0350,STATIONERY AND OFFICE SUPPLIES,4085,4085,4094
LOCAL,0200,Water Fund,31,Department of Law,2005,Department of Law,9438,REIMBURSEMENT - AIM,350,350,1323
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,1435281,1435281,1469146
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0020,OVERTIME,661,661,661
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0039,STUDENT AS TRAINEES,321,321,321
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,1477,1477,4801
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,9663,9663,9977
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,36961,36961,35352
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,210,210,210
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,38734,38734,37360
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,4323,4323,3390
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,9139,9139,9139
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,100,100,100
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,448,448,438
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,6405,6405,6720
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,114,114,100
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",4583,4583,4353
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0169,TECHNICAL MEETING COSTS,1139,1139,1500
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0178,FREIGHT AND EXPRESS CHARGES,275,275,310
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0181,MOBILE COMMUNICATION SERVICES,928,928,928
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0190,TELEPHONE - CENTREX BILLINGS,4752,4752,4752
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,250,250,249
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0245,REIMBURSEMENT TO TRAVELERS,1659,1659,1652
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0270,LOCAL TRANSPORTATION,1065,1065,909
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0348,BOOKS AND RELATED MATERIAL,687,687,665
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,0350,STATIONERY AND OFFICE SUPPLIES,3108,3108,3115
LOCAL,0300,Vehicle Tax Fund,31,Department of Law,2005,Department of Law,9438,REIMBURSEMENT - AIM,300,300,1006
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,728759,728759,774898
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0020,OVERTIME,529,529,529
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0039,STUDENT AS TRAINEES,257,257,257
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,644,644,2757
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,7751,7751,7997
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,30599,30599,29311
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,320,320,320
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,23220,23220,22895
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,5518,5518,4685
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,7311,7311,7311
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,100,100,100
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,409,409,350
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,5124,5124,5376
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,100,100,100
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",3686,3686,3504
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0169,TECHNICAL MEETING COSTS,911,911,1220
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0178,FREIGHT AND EXPRESS CHARGES,310,310,331
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0181,MOBILE COMMUNICATION SERVICES,742,742,742
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0190,TELEPHONE - CENTREX BILLINGS,3602,3602,3602
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,200,200,199
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0245,REIMBURSEMENT TO TRAVELERS,1751,1751,1652
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0270,LOCAL TRANSPORTATION,1214,1214,1073
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0348,BOOKS AND RELATED MATERIAL,550,550,532
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,0350,STATIONERY AND OFFICE SUPPLIES,2487,2487,2492
LOCAL,0314,Sewer Fund,31,Department of Law,2005,Department of Law,9438,REIMBURSEMENT - AIM,300,300,805
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,373469,373469,333815
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,462,462,2018
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,8297,8297,8562
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,29495,29495,28951
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,200,200,200
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,5180,5180,4998
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,4098,4098,3272
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,7833,7833,7833
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,100,100,100
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,370,370,375
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,5490,5490,5760
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,100,100,100
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",3942,3942,3745
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0169,TECHNICAL MEETING COSTS,976,976,2265
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0178,FREIGHT AND EXPRESS CHARGES,265,265,301
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0181,MOBILE COMMUNICATION SERVICES,795,795,795
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0190,TELEPHONE - CENTREX BILLINGS,4073,4073,4073
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,214,214,213
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0245,REIMBURSEMENT TO TRAVELERS,6143,6143,4627
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0270,LOCAL TRANSPORTATION,1034,1034,892
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0348,BOOKS AND RELATED MATERIAL,589,589,570
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,0350,STATIONERY AND OFFICE SUPPLIES,2664,2664,2670
LOCAL,0610,Chicago Midway Airport Fund,31,Department of Law,2005,Department of Law,9438,REIMBURSEMENT - AIM,300,300,863
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,1927813,1927813,1991273
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0020,OVERTIME,1134,1134,1134
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0130,POSTAGE,806,806,2370
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0138,IT MAINTENANCE,16516,16516,17051
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0140,PROFESSIONAL AND TECHNICAL SERVICES,54203,54203,53007
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0141,APPRAISALS,200,200,200
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0143,COURT REPORTING,15647,15647,15659
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0145,LEGAL EXPENSES,6492,6492,4651
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0149,SOFTWARE MAINTENANCE AND LICENSING,15667,15667,15667
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0150,OUTSIDE GRAPHIC SERVICES,567,567,534
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0157,RENTAL EQUIPMENT AND SERVICES,748,748,750
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0159,LEASE/PURCHASE EQUIPMENT,10980,10980,11520
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,196,196,100
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",7785,7785,7410
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0169,TECHNICAL MEETING COSTS,1953,1953,10655
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0178,FREIGHT AND EXPRESS CHARGES,509,509,597
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0181,MOBILE COMMUNICATION SERVICES,1590,1590,1590
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0190,TELEPHONE - CENTREX BILLINGS,8147,8147,8147
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,428,428,426
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0245,REIMBURSEMENT TO TRAVELERS,10278,10278,2538
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0270,LOCAL TRANSPORTATION,1764,1764,1630
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0348,BOOKS AND RELATED MATERIAL,1178,1178,1140
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,0350,STATIONERY AND OFFICE SUPPLIES,5328,5328,5340
LOCAL,0740,Chicago O'Hare Airport Fund,31,Department of Law,2005,Department of Law,9438,REIMBURSEMENT - AIM,500,500,1725
LOCAL,0B21,Tax Increment Financing Administration Fund,31,Department of Law,2005,Department of Law,0005,SALARIES AND WAGES - ON PAYROLL,1177426,1177426,1203003
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0005,SALARIES AND WAGES - ON PAYROLL,6076775,6076775,6039849
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0015,SCHEDULE SALARY ADJUSTMENTS,37298,37298,57988
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0039,STUDENT AS TRAINEES,48000,48000,40000
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0050,STIPENDS,21000,21000,21000
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0130,POSTAGE,14480,14480,17480
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0140,PROFESSIONAL AND TECHNICAL SERVICES,350685,350300,350685
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0143,COURT REPORTING,211575,211575,154552
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0149,SOFTWARE MAINTENANCE AND LICENSING,30470,30470,30470
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0152,ADVERTISING,9000,9000,9000
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0159,LEASE/PURCHASE EQUIPMENT,21154,21154,21154
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0162,REPAIR/MAINT EQUIPMENT,3500,3500,3500
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0166,"DUES, SUBSCRIPTIONS AND MEMBERSHIPS",2040,2040,2040
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0178,FREIGHT AND EXPRESS CHARGES,500,500,500
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0181,MOBILE COMMUNICATION SERVICES,3000,3385,3414
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0190,TELEPHONE - CENTREX BILLINGS,6000,6000,10816
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0197,TELEPHONE - MAINTENANCE,1310,1310,1310
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0245,REIMBURSEMENT TO TRAVELERS,1500,1500,0
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0270,LOCAL TRANSPORTATION,2560,2560,2560
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0340,MATERIAL AND SUPPLIES,18475,18475,18475
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,0350,STATIONERY AND OFFICE SUPPLIES,11300,11300,11300
LOCAL,0100,Corporate Fund,33,Department of Human Resources,2005,Department of Human Resources,9438,REIMBURSEMENT - AIM,3000,3000,34500
LOCAL,0200,Water Fund,33,Department of Human Resources,2005,Department of Human Resources,0005,SALARIES AND WAGES - ON PAYROLL,281874,281874,182224
LOCAL,0200,Water Fund,33,Department of Human Resources,2005,Department of Human Resources,0015,SCHEDULE SALARY ADJUSTMENTS,1429,1429,1901
LOCAL,0200,Water Fund,33,Department of Human Resources,2005,Department of Human Resources,0140,PROFESSIONAL AND TECHNICAL SERVICES,3808,3808,3808
LOCAL,0200,Water Fund,33,Department of Human Resources,2005,Department of Human Resources,0350,STATIONERY AND OFFICE SUPPLIES,208,208,208
LOCAL,0610,Chicago Midway Airport Fund,33,Department of Human Resources,2005,Department of Human Resources,0005,SALARIES AND WAGES - ON PAYROLL,100930,100930,107658
LOCAL,0610,Chicago Midway Airport Fund,33,Department of Human Resources,2005,Department of Human Resources,0015,SCHEDULE SALARY ADJUSTMENTS,380,380,507
LOCAL,0740,Chicago O'Hare Airport Fund,33,Department of Human Resources,2005,Department of Human Resources,0005,SALARIES AND WAGES - ON PAYROLL,277289,277289,286926
LOCAL,0740,Chicago O'Hare Airport Fund,33,Department of Human Resources,2005,Department of Human Resources,0015,SCHEDULE SALARY ADJUSTMENTS,497,497,548
LOCAL,0740,Chicago O'Hare Airport Fund,33,Department of Human Resources,2005,Department of Human Resources,0130,POSTAGE,295,295,295
LOCAL,0740,Chicago O'Hare Airport Fund,33,Department of Human Resources,2005,Department of Human Resources,0140,PROFESSIONAL AND TECHNICAL SERVICES,5950,5950,5950
LOCAL,0100,Corporate Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0005,SALARIES AND WAGES - ON PAYROLL,6449134,6449134,6245318
LOCAL,0100,Corporate Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0012,CONTRACT WAGE - PREVAILING RATE,2376,2376,2431
LOCAL,0100,Corporate Fund,35,Department of Procurement Services,2005,Department of Procurement Services,0015,SCHEDULE SALARY ADJUSTMENTS,35203,35203,41955
