fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,130,POSTAGE,294
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,5000
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,160370
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,159,LEASE/PURCHASE EQUIPMENT,26692
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,162,REPAIR/MAINT EQUIPMENT,28398
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,181,MOBILE COMMUNICATION SERVICES,178392
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,188,VEHICLE TRACKING SERVICE,8975
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,189,TELEPHONE - NON-CENTREX BILLINGS,2000
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,190,TELEPHONE - NON-CENTREX BILLINGS,45700
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,196,DATA CIRCUITS,77150
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,197,TELEPHONE - MAINTENANCE,4000
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,23000
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,319,CLOTHING,5600
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,340,MATERIAL AND SUPPLIES,214100
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,8955
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,360,REPAIR PARTS AND MATERIAL,21000
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,362,PAINTS AND PAINTING SUPPLIES,1450
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,363,STRUCTURAL STEELS  IRON  OTHER MATERIALS,34500
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,365,ELECTRICAL SUPPLIES,203000
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,446,PURCHASE - DATA HARDWARE,21000
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,5,SALARIES AND WAGES - ON PAYROLL,10887553
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,11,CONTRACT WAGE - SALARY,373
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,12,CONTRACT WAGE - PREVAILING RATE,74208
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,15,SCHEDULE SALARY ADJUSTMENTS,21143
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,20,OVERTIME,1453000
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,140,PROFESSIONAL AND TECHNICAL SERVICES,25000
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,157,RENTAL EQUIPMENT AND SERVICES,68000
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,159,LEASE/PURCHASE EQUIPMENT,15972
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,160,REPAIR/MAINT PROPERTY,50000
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,162,REPAIR/MAINT EQUIPMENT,18665
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,169,TECHNICAL MEETING COSTS,150
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,185,WASTE DISPOSAL SERVICES,35365
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,188,VEHICLE TRACKING SERVICE,7155
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,190,TELEPHONE - NON-CENTREX BILLINGS,41200
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,197,TELEPHONE - MAINTENANCE,8000
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,1200
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,245,REIMBURSEMENT TO TRAVELERS,400
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,313,CLEANING AND SANITATION SUPPLIES,2000
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,316,GAS - BOTTLED AND PROPANE,16000
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,319,CLOTHING,5900
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,340,MATERIAL AND SUPPLIES,258161
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,350,STATIONERY AND OFFICE SUPPLIES,2000
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,365,ELECTRICAL SUPPLIES,21100
LOCAL,0100,CORPORATE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,440,MACHINERY AND EQUIPMENT,15325
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,5,SALARIES AND WAGES - ON PAYROLL,7288624
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,11,CONTRACT WAGE - SALARY,23691
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,12,CONTRACT WAGE - PREVAILING RATE,17620
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,15,SCHEDULE SALARY ADJUSTMENTS,15962
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,20,OVERTIME,30000
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,39,STUDENT AS TRAINEES,10000
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,130,POSTAGE,1500
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,140,PROFESSIONAL AND TECHNICAL SERVICES,670000
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,144,ENGINEERING AND ARCHITECTURE,408642
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,149,SOFTWARE MAINTENANCE AND LICENSING,35000
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,150,PUBLICATN & REPRODT-OUT,4000
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,152,ADVERTISING,1000
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,159,LEASE/PURCHASE EQUIPMENT,39024
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,160,REPAIR/MAINT PROPERTY,13454
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,166,DUES  SUBSC & MEM,8000
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,169,TECHNICAL MEETING COSTS,3000
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,181,MOBILE COMMUNICATION SERVICES,13500
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,190,TELEPHONE - NON-CENTREX BILLINGS,11400
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,197,TELEPHONE - MAINTENANCE,800
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,229,TRANSPORTATION AND EXPENSE ALLOWANCE,41378
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,245,REIMBURSEMENT TO TRAVELERS,3500
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,340,MATERIAL AND SUPPLIES,20296
LOCAL,0300,VEHICLE FUND,84,CDOT,2125,ENGINEERING,350,STATIONERY AND OFFICE SUPPLIES,12310
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,4872147
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,11,CONTRACT WAGE - SALARY,9176
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,15,SCHEDULE SALARY ADJUSTMENTS,29131
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,20,OVERTIME,34573
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,39,STUDENT AS TRAINEES,14000
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,126,OFFICE CONVENIENCES,300
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,130,POSTAGE,33250
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,4287000
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,149,SOFTWARE MAINTENANCE AND LICENSING,100000
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,150,PUBLICATN & REPRODT-OUT,5650
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,152,ADVERTISING,4800
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,157,RENTAL EQUIPMENT AND SERVICES,6835
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,159,LEASE/PURCHASE EQUIPMENT,24289
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,160,REPAIR/MAINT PROPERTY,5800
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,162,REPAIR/MAINT EQUIPMENT,41128
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,166,DUES  SUBSC & MEM,1500
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,179,MESSENGER SERVICES,450
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,181,MOBILE COMMUNICATION SERVICES,24000
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,188,VEHICLE TRACKING SERVICE,8488
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,190,TELEPHONE - NON-CENTREX BILLINGS,38900
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,196,DATA CIRCUITS,5500
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,197,TELEPHONE - MAINTENANCE,11100
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,100300
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,245,REIMBURSEMENT TO TRAVELERS,4000
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,270,LOCAL TRANSPORTATION,500
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,313,CLEANING AND SANITATION SUPPLIES,1600
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,319,CLOTHING,11000
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,340,MATERIAL AND SUPPLIES,10500
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,348,BOOKS AND RELATED MATERIAL,1050
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,350,STATIONERY AND OFFICE SUPPLIES,11000
LOCAL,0300,VEHICLE FUND,84,CDOT,2135,INFRASTRUCTURE MANAGEMENT,9438,REIMBURSEMENT - 2FM,4000
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,16396897
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,11,CONTRACT WAGE - SALARY,258
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,198359
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,20,OVERTIME,650000
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,1264770
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,117495
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,159,LEASE/PURCHASE EQUIPMENT,12798
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,162,REPAIR/MAINT EQUIPMENT,12700
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,188,VEHICLE TRACKING SERVICE,11155
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,117560
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,319,CLOTHING,4000
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,340,MATERIAL AND SUPPLIES,558325
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,345,APPARATUS AND INSTRUMENTS,30000
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,8000
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,360,REPAIR PARTS AND MATERIAL,5750
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,362,PAINTS AND PAINTING SUPPLIES,900
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,365,ELECTRICAL SUPPLIES,290000
LOCAL,0300,VEHICLE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,440,MACHINERY AND EQUIPMENT,3250
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,5,SALARIES AND WAGES - ON PAYROLL,40205028
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,11,CONTRACT WAGE - SALARY,610
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,12,CONTRACT WAGE - PREVAILING RATE,368482
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,15,SCHEDULE SALARY ADJUSTMENTS,993
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,20,OVERTIME,702000
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,40,ADJUSTED SALARAIES - PER DIEM - PR,51407
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,140,PROFESSIONAL AND TECHNICAL SERVICES,24800
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,157,RENTAL EQUIPMENT AND SERVICES,276587
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,159,LEASE/PURCHASE EQUIPMENT,24339
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,160,REPAIR/MAINT PROPERTY,32891
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,162,REPAIR/MAINT EQUIPMENT,15000
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,181,MOBILE COMMUNICATION SERVICES,84500
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,185,WASTE DISPOSAL SERVICES,107681
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,188,VEHICLE TRACKING SERVICE,31823
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,190,TELEPHONE - NON-CENTREX BILLINGS,32000
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,197,TELEPHONE - MAINTENANCE,1000
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,18500
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,340,MATERIAL AND SUPPLIES,840400
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,350,STATIONERY AND OFFICE SUPPLIES,10500
LOCAL,0300,VEHICLE FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,9481,REIMBURSEMENT - DSS,35000
LOCAL,0310,MOTOR FUEL TAX FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,319,CLOTHING,1830
LOCAL,0310,MOTOR FUEL TAX FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,340,MATERIAL AND SUPPLIES,1450531
LOCAL,0310,MOTOR FUEL TAX FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,360,REPAIR PARTS AND MATERIAL,224550
LOCAL,0310,MOTOR FUEL TAX FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,365,ELECTRICAL SUPPLIES,350000
LOCAL,0310,MOTOR FUEL TAX FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,5,SALARIES AND WAGES - ON PAYROLL,6116824
LOCAL,0310,MOTOR FUEL TAX FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,12,CONTRACT WAGE - PREVAILING RATE,48858
LOCAL,0310,MOTOR FUEL TAX FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,20,OVERTIME,195000
LOCAL,0310,MOTOR FUEL TAX FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,140,PROFESSIONAL AND TECHNICAL SERVICES,825000
LOCAL,0310,MOTOR FUEL TAX FUND,84,CDOT,2155,IN-HOUSE CONSTRUCTION,340,MATERIAL AND SUPPLIES,4675334
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,14625238
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,11,CONTRACT WAGE - SALARY,4362
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,12,CONTRACT WAGE - PREVAILING RATE,69803
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,15,SCHEDULE SALARY ADJUSTMENTS,50736
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,20,OVERTIME,950000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,39,STUDENT AS TRAINEES,10000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,49,WORKERS' COMPENSATION,2050085
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,91,UNIFORM ALLOWANCE,27000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,130,POSTAGE,500
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,138,IT MAINTENANCE,3905000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,140,PROFESSIONAL AND TECHNICAL SERVICES,17591100
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,141,APPRAISALS,8000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,142,ACCOUNTING AND AUDITING,275200
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,144,ENGINEERING AND ARCHITECTURE,52000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,148,TESTING AND INSPECTING,2500
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,149,SOFTWARE MAINTENANCE AND LICENSING,202000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,152,ADVERTISING,31000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,154,RENTAL-DATA HARDWARE EQ,10000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,157,RENTAL EQUIPMENT AND SERVICES,14076200
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,160,REPAIR/MAINT PROPERTY,1350000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,161,MAINT FACILITIES,17052300
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,162,REPAIR/MAINT EQUIPMENT,11854500
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,163,MAINT STREETS,4200000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,166,DUES  SUBSC & MEM,51200
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,168,EDUCATION DEVELOPMENT,129100
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,169,TECHNICAL MEETING COSTS,44300
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,181,MOBILE COMMUNICATION SERVICES,31000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,183,WATER,420000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,185,WASTE DISPOSAL SERVICES,450000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,189,TELEPHONE - NON-CENTREX BILLINGS,21500
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,190,TELEPHONE - NON-CENTREX BILLINGS,501000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,191,TELEPHONE - RELOCATIONS,1000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,197,TELEPHONE - MAINTENANCE,5000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,100
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,245,REIMBURSEMENT TO TRAVELERS,9500
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,270,LOCAL TRANSPORTATION,100
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,313,CLEANING AND SANITATION SUPPLIES,39000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,319,CLOTHING,33900
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,340,MATERIAL AND SUPPLIES,2510800
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,345,APPARATUS AND INSTRUMENTS,5000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,350,STATIONERY AND OFFICE SUPPLIES,22000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,360,REPAIR PARTS AND MATERIAL,62500
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,361,BUILDING MATERIALS AND SUPPLIES,6500
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,362,PAINTS AND PAINTING SUPPLIES,70000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,364,PLUMBING SUPPLIES,2000
LOCAL,0610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,2010,CHICAGO MIDWAY AIRPORT,365,ELECTRICAL SUPPLIES,497000
