fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,166,DUES  SUBSC & MEM,94333
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,169,TECHNICAL MEETING COSTS,36526
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,179,MESSENGER SERVICES,13480
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,181,MOBILE COMMUNICATION SERVICES,165000
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,185,WASTE DISPOSAL SERVICES,3005
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,186,PAGERS,600
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,189,TELEPHONE - NON-CENTREX BILLINGS,6500
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,190,TELEPHONE - NON-CENTREX BILLINGS,230000
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,191,TELEPHONE - RELOCATIONS,500
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,196,DATA CIRCUITS,261000
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,197,TELEPHONE - MAINTENANCE,62000
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,229,TRANSPORTATION AND EXPENSE ALLOWANCE,19392
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,245,REIMBURSEMENT TO TRAVELERS,3500
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,270,LOCAL TRANSPORTATION,10000
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,319,CLOTHING,3597
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,330,FOOD,800
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,340,MATERIAL AND SUPPLIES,73213
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,750000
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,345,APPARATUS AND INSTRUMENTS,440
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,348,BOOKS AND RELATED MATERIAL,2465
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,350,STATIONERY AND OFFICE SUPPLIES,28275
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,7920
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,9018,A.I.D.S - OUTREACH,627500
LOCAL,0100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,9129,HIV/AIDS PROGRAMS,3657000
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,5,SALARIES AND WAGES - ON PAYROLL,1049358
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,11,CONTRACT WAGE - SALARY,1321
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,15,SCHEDULE SALARY ADJUSTMENTS,2318
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,130,POSTAGE,7473
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,29309
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,143,COURT REPORTING,6650
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,159,LEASE PURCHASE AGREEMNT,3584
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,162,REPAIR/MAINT EQUIPMENT,1200
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,166,DUES  SUBSC & MEM,4980
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,169,TECHNICAL MEETING COSTS,500
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,190,TELEPHONE - NON-CENTREX BILLINGS,3700
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,197,TELEPHONE - MAINTENANCE,2380
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,341
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,270,LOCAL TRANSPORTATION,1200
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,348,BOOKS AND RELATED MATERIAL,500
LOCAL,0100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,COMMISSION ON HUMAN RELATIONS,350,STATIONERY AND OFFICE SUPPLIES,3018
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,5,SALARIES AND WAGES - ON PAYROLL,1027920
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,11,CONTRACT WAGE - SALARY,2203
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,15,SCHEDULE SALARY ADJUSTMENTS,5059
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,39,STUDENT AS TRAINEES,7525
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,130,POSTAGE,825
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,140,PROFESSIONAL AND TECHNICAL SERVICES,25797
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,157,RENTAL EQUIPMENT AND SERVICES,14796
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,159,LEASE PURCHASE AGREEMNT,16779
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,162,REPAIR/MAINT EQUIPMENT,2279
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,169,TECHNICAL MEETING COSTS,1000
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,181,MOBILE COMMUNICATION SERVICES,1843
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,190,TELEPHONE - NON-CENTREX BILLINGS,16003
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,197,TELEPHONE - MAINTENANCE,3220
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,245,REIMBURSEMENT TO TRAVELERS,1673
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,270,LOCAL TRANSPORTATION,10730
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,340,MATERIAL AND SUPPLIES,1332
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,348,BOOKS AND RELATED MATERIAL,793
LOCAL,0100,CORPORATE FUND,48,MAYORS OFFICE-DISABILITIES,2005,OFFICE FOR PEOPLE WITH DISABIL,350,STATIONERY AND OFFICE SUPPLIES,7414
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,5,SALARIES AND WAGES - ON PAYROLL,4012144
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,11,CONTRACT WAGE - SALARY,5675
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,6241
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,125,OFFICE AND BUILDING SERVICES,30555
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,130,POSTAGE,10860
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,485466
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,152,ADVERTISING,1780
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,159,LEASE PURCHASE AGREEMNT,42925
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,166,DUES  SUBSC & MEM,11180
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,169,TECHNICAL MEETING COSTS,27060
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,181,MOBILE COMMUNICATION SERVICES,36308
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,188,VEHICLE TRACKING SERVICE,4200
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,190,TELEPHONE - NON-CENTREX BILLINGS,22000
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,196,DATA CIRCUITS,39275
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,197,TELEPHONE - MAINTENANCE,38000
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,245,REIMBURSEMENT TO TRAVELERS,2000
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,270,LOCAL TRANSPORTATION,800
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,340,MATERIAL AND SUPPLIES,9890
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,350,STATIONERY AND OFFICE SUPPLIES,18150
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,9253,EARLY CHILDHOOD EDUCATION PROGRAM,15075000
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,9254,VIOLENCE REDUCTION PROGRAM,2000000
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,9255,HOMELESS SERVICES FOR YOUTH,1540979
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,9259,SUMMER PROGRAMS,15451803
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,9260,AFTER SCHOOL PROGRAMS,14322801
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,9261,CHILDREN'S ADVOCACY CENTER,900000
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,9262,EITC,1050000
LOCAL,0100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,9263,HOMELESS SERVICES,6564876
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,5,SALARIES AND WAGES - ON PAYROLL,9614826
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,11,CONTRACT WAGE - SALARY,14568
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,15,SCHEDULE SALARY ADJUSTMENTS,47700
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,39,STUDENT AS TRAINEES,10000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,50,STIPENDS,63000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,130,POSTAGE,40600
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,135,DELEGATE AGENCIES,1870269
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,138,IT MAINTENANCE,36175
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,140,PROFESSIONAL AND TECHNICAL SERVICES,1000000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,141,APPRAISALS,121750
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,143,COURT REPORTING,83123
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,147,SURVEYS,40000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,149,SOFTWARE MAINTENANCE AND LICENSING,30000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,150,PUBLICATN & REPRODT-OUT,8930
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,152,ADVERTISING,24990
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,155,RENTAL OF PROPERTY,950
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,159,LEASE PURCHASE AGREEMNT,45351
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,166,DUES  SUBSC & MEM,6196
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,169,TECHNICAL MEETING COSTS,48850
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,179,MESSENGER SERVICES,1520
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,181,MOBILE COMMUNICATION SERVICES,14177
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,190,TELEPHONE - NON-CENTREX BILLINGS,37000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,197,TELEPHONE - MAINTENANCE,18795
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,229,TRANSPORTATION AND EXPENSE ALLOWANCE,3300
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,245,REIMBURSEMENT TO TRAVELERS,1000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,270,LOCAL TRANSPORTATION,1548
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,340,MATERIAL AND SUPPLIES,15150
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,348,BOOKS AND RELATED MATERIAL,5273
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,350,STATIONERY AND OFFICE SUPPLIES,20500
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,446,PURCHASE - DATA HARDWARE,15575
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,938,LOW INCOME HOUSING,3500000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,9110,PROPERT MANAGEMENT MAIN,100000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,9183,FORECLOSURE PREVENTION,200000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,9211,SINGLE-FAMILY TROUBLED BUILDING INITIATI,150000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,9212,MULTI-FAMILY TROUBLED BUILDING INITIATIV,150000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,9213,AFFORDABLE HOUSING DENSITY PROGRAM,18482000
LOCAL,0100,CORPORATE FUND,54,PLANNING AND DEVELOPMENT,2005,Planning and Development,9224,MICRO MARKET RECOVERY,772700
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,5,SALARIES AND WAGES - ON PAYROLL,158136
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,10,SALARIES AND WAGES - ON VOUCHER,60000
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,50,STIPENDS,111000
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,130,POSTAGE,300
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,140,PROFESSIONAL AND TECHNICAL SERVICES,1500
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,143,COURT REPORTING,90000
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,157,RENTAL EQUIPMENT AND SERVICES,4708
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,169,TECHNICAL MEETING COSTS,1024
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,181,MOBILE COMMUNICATION SERVICES,687
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,270,LOCAL TRANSPORTATION,500
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,348,BOOKS AND RELATED MATERIAL,100
LOCAL,0100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,350,STATIONERY AND OFFICE SUPPLIES,1000
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,5,SALARIES AND WAGES - ON PAYROLL,8000042
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,11,CONTRACT WAGE - SALARY,28967
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,15,SCHEDULE SALARY ADJUSTMENTS,52578
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,20,OVERTIME,100000
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,130,POSTAGE,12620
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,140,PROFESSIONAL AND TECHNICAL SERVICES,125190
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,149,SOFTWARE MAINTENANCE AND LICENSING,1100
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,150,PUBLICATN & REPRODT-OUT,4500
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,159,LEASE PURCHASE AGREEMNT,23443
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,162,REPAIR/MAINT EQUIPMENT,20065
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,166,DUES  SUBSC & MEM,1410
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,169,TECHNICAL MEETING COSTS,15850
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,181,MOBILE COMMUNICATION SERVICES,8645
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,190,TELEPHONE - NON-CENTREX BILLINGS,21200
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,197,TELEPHONE - MAINTENANCE,1100
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,245,REIMBURSEMENT TO TRAVELERS,4050
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,320,GASOLINE,250
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,340,MATERIAL AND SUPPLIES,3000
LOCAL,0100,CORPORATE FUND,56,IPRA,2005,IPRA,350,STATIONERY AND OFFICE SUPPLIES,28000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,5,SALARIES AND WAGES - ON PAYROLL,1050939230
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,11,CONTRACT WAGE - SALARY,69157483
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,15,SCHEDULE SALARY ADJUSTMENTS,6341575
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,20,OVERTIME,71000000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,21,SWORN/CIVILIAN HOLIDAY PREMIUM PAY,3500000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,22,DUTY AVAILABILITY,38927717
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,24,COMPENSATORY TIME PAYMENT,14500000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,25,CROSSING GUARDS - VACATION PAYOUT,1444000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,27,SUPERVISORS QUARTERLY PAYMENT,8860520
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,32,REIMBURSABLE OVERTIME,6000000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,60,SPECIALTY PAY,12500000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,70,TUITION REIMBURSEMENT,6500000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,88,FURLOUGH / COMP TIME BUY-BACK,12000000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,91,UNIFORM ALLOWANCE,22050000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,125,OFFICE AND BUILDING SERVICES,500
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,130,POSTAGE,202178
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,138,IT MAINTENANCE,1500
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,140,PROFESSIONAL AND TECHNICAL SERVICES,2922781
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,145,LEGAL EXPENSES,17000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,148,TESTING AND INSPECTING,525
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,149,SOFTWARE MAINTENANCE AND LICENSING,16090
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,152,ADVERTISING,2400
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,154,RENTAL-DATA HARDWARE EQ,760357
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,157,RENTAL EQUIPMENT AND SERVICES,116666
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,161,MAINT FACILITIES,185000
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,162,REPAIR/MAINT EQUIPMENT,338375
LOCAL,0100,CORPORATE FUND,57,DEPARTMENT OF POLICE,1005,DEPARTMENT OF POLICE,166,DUES  SUBSC & MEM,66618
